image_id,component_id,bbox_x,bbox_y,bbox_width,bbox_height,dataset,original_path,file_name,metadata1,metadata2,metadata3,metadata4
img_00001556,5,2971,514,479,542,GENEVA,GENEVA/2013/597293a.jpg,597293a.jpg,Vitis_sp.,597293,2013,
img_00001556,6,3190,165,212,242,GENEVA,GENEVA/2013/597293a.jpg,597293a.jpg,Vitis_sp.,597293,2013,
img_00001556,7,616,146,1643,1539,GENEVA,GENEVA/2013/597293a.jpg,597293a.jpg,Vitis_sp.,597293,2013,
img_00001557,0,897,2237,999,958,GENEVA,GENEVA/2013/588054c.jpg,588054c.jpg,Vitis_riparia,588054,2013,
img_00001557,1,1390,475,1745,1636,GENEVA,GENEVA/2013/588054c.jpg,588054c.jpg,Vitis_riparia,588054,2013,
img_00001558,0,151,1956,2642,2904,GENEVA,GENEVA/2013/483151b.jpg,483151b.jpg,Vitis_labrusca,483151,2013,
img_00001558,1,1020,136,2375,2342,GENEVA,GENEVA/2013/483151b.jpg,483151b.jpg,Vitis_labrusca,483151,2013,
img_00001559,0,582,2149,2218,2120,GENEVA,GENEVA/2013/588644b.jpg,588644b.jpg,Vitis_coignetiae,588644,2013,
img_00001559,1,1068,233,2122,1887,GENEVA,GENEVA/2013/588644b.jpg,588644b.jpg,Vitis_coignetiae,588644,2013,
img_00001560,0,569,3747,492,474,GENEVA,GENEVA/2013/588214b.jpg,588214b.jpg,Vitis_riparia,588214,2013,
img_00001560,1,1321,2459,2101,2004,GENEVA,GENEVA/2013/588214b.jpg,588214b.jpg,Vitis_riparia,588214,2013,
img_00001560,2,158,1762,1417,1588,GENEVA,GENEVA/2013/588214b.jpg,588214b.jpg,Vitis_riparia,588214,2013,
img_00001560,3,1212,117,2156,2139,GENEVA,GENEVA/2013/588214b.jpg,588214b.jpg,Vitis_riparia,588214,2013,
img_00001561,0,2204,2662,1253,1414,GENEVA,GENEVA/2013/588648a.jpg,588648a.jpg,Vitis_labrusca,588648,2013,
img_00001561,1,165,2053,1834,2061,GENEVA,GENEVA/2013/588648a.jpg,588648a.jpg,Vitis_labrusca,588648,2013,
img_00001561,2,2560,1656,842,900,GENEVA,GENEVA/2013/588648a.jpg,588648a.jpg,Vitis_labrusca,588648,2013,
img_00001561,3,2847,959,534,600,GENEVA,GENEVA/2013/588648a.jpg,588648a.jpg,Vitis_labrusca,588648,2013,
img_00001561,4,3060,484,321,368,GENEVA,GENEVA/2013/588648a.jpg,588648a.jpg,Vitis_labrusca,588648,2013,
img_00001561,5,480,223,1799,1762,GENEVA,GENEVA/2013/588648a.jpg,588648a.jpg,Vitis_labrusca,588648,2013,
img_00001561,6,3190,117,198,193,GENEVA,GENEVA/2013/588648a.jpg,588648a.jpg,Vitis_labrusca,588648,2013,
img_00001562,0,1198,3146,1157,1239,GENEVA,GENEVA/2013/588218a.jpg,588218a.jpg,Vitis_cinerea,588218,2013,
img_00001562,1,2375,2459,849,920,GENEVA,GENEVA/2013/588218a.jpg,588218a.jpg,Vitis_cinerea,588218,2013,
img_00001562,2,527,2256,534,648,GENEVA,GENEVA/2013/588218a.jpg,588218a.jpg,Vitis_cinerea,588218,2013,
img_00001562,3,2697,1578,588,765,GENEVA,GENEVA/2013/588218a.jpg,588218a.jpg,Vitis_cinerea,588218,2013,
img_00001562,4,1027,1317,787,852,GENEVA,GENEVA/2013/588218a.jpg,588218a.jpg,Vitis_cinerea,588218,2013,
img_00001562,5,2902,949,425,542,GENEVA,GENEVA/2013/588218a.jpg,588218a.jpg,Vitis_cinerea,588218,2013,
img_00001562,6,3101,543,246,290,GENEVA,GENEVA/2013/588218a.jpg,588218a.jpg,Vitis_cinerea,588218,2013,
img_00001562,7,1362,252,1089,1152,GENEVA,GENEVA/2013/588218a.jpg,588218a.jpg,Vitis_cinerea,588218,2013,
img_00001562,8,3162,184,165,194,GENEVA,GENEVA/2013/588218a.jpg,588218a.jpg,Vitis_cinerea,588218,2013,
img_00001563,0,644,3369,253,281,GENEVA,GENEVA/2013/588347b.jpg,588347b.jpg,,588347,2013,
img_00001563,1,575,2401,575,552,GENEVA,GENEVA/2013/588347b.jpg,588347b.jpg,,588347,2013,
img_00001563,2,1807,2304,1499,1839,GENEVA,GENEVA/2013/588347b.jpg,588347b.jpg,,588347,2013,
img_00001563,3,356,1181,1047,978,GENEVA,GENEVA/2013/588347b.jpg,588347b.jpg,,588347,2013,
img_00001563,4,1547,272,1889,2023,GENEVA,GENEVA/2013/588347b.jpg,588347b.jpg,,588347,2013,
img_00001563,5,527,175,931,968,GENEVA,GENEVA/2013/588347b.jpg,588347b.jpg,,588347,2013,
img_00001564,0,404,3263,760,755,GENEVA,GENEVA/2013/GVIT1587b.jpg,GVIT1587b.jpg,Vitis_labrusca,1587,2013,
img_00001564,1,849,1878,1492,1443,GENEVA,GENEVA/2013/GVIT1587b.jpg,GVIT1587b.jpg,Vitis_labrusca,1587,2013,
img_00001564,2,1711,165,1677,1578,GENEVA,GENEVA/2013/GVIT1587b.jpg,GVIT1587b.jpg,Vitis_labrusca,1587,2013,
img_00001565,0,336,3137,1738,1684,GENEVA,GENEVA/2013/588259a.jpg,588259a.jpg,Vitis_riparia,588259,2013,
img_00001565,1,1999,2285,1293,1326,GENEVA,GENEVA/2013/588259a.jpg,588259a.jpg,Vitis_riparia,588259,2013,
img_00001565,2,2505,1346,835,871,GENEVA,GENEVA/2013/588259a.jpg,588259a.jpg,Vitis_riparia,588259,2013,
img_00001565,3,2765,697,609,581,GENEVA,GENEVA/2013/588259a.jpg,588259a.jpg,Vitis_riparia,588259,2013,
img_00001565,4,185,330,2026,1994,GENEVA,GENEVA/2013/588259a.jpg,588259a.jpg,Vitis_riparia,588259,2013,
img_00001565,5,3025,165,370,407,GENEVA,GENEVA/2013/588259a.jpg,588259a.jpg,Vitis_riparia,588259,2013,
img_00001566,0,322,2198,2573,2681,GENEVA,GENEVA/2013/483130b.jpg,483130b.jpg,Vitis_aestivalis,483130,2013,
img_00001566,1,822,175,2566,2352,GENEVA,GENEVA/2013/483130b.jpg,483130b.jpg,Vitis_aestivalis,483130,2013,
img_00001567,0,938,3805,1177,1045,GENEVA,GENEVA/2013/588384a.jpg,588384a.jpg,Vitis_rupestris,588384,2013,
img_00001567,1,2156,3185,1061,949,GENEVA,GENEVA/2013/588384a.jpg,588384a.jpg,Vitis_rupestris,588384,2013,
img_00001567,2,876,2750,356,329,GENEVA,GENEVA/2013/588384a.jpg,588384a.jpg,Vitis_rupestris,588384,2013,
img_00001567,3,2382,2227,917,910,GENEVA,GENEVA/2013/588384a.jpg,588384a.jpg,Vitis_rupestris,588384,2013,
img_00001567,4,931,2091,671,552,GENEVA,GENEVA/2013/588384a.jpg,588384a.jpg,Vitis_rupestris,588384,2013,
img_00001567,5,2642,1385,705,648,GENEVA,GENEVA/2013/588384a.jpg,588384a.jpg,Vitis_rupestris,588384,2013,
img_00001567,6,1219,1307,684,658,GENEVA,GENEVA/2013/588384a.jpg,588384a.jpg,Vitis_rupestris,588384,2013,
img_00001567,7,2909,659,438,455,GENEVA,GENEVA/2013/588384a.jpg,588384a.jpg,Vitis_rupestris,588384,2013,
img_00001567,8,3087,213,281,262,GENEVA,GENEVA/2013/588384a.jpg,588384a.jpg,Vitis_rupestris,588384,2013,
img_00001567,9,1349,194,1060,978,GENEVA,GENEVA/2013/588384a.jpg,588384a.jpg,Vitis_rupestris,588384,2013,
img_00001568,0,1150,2391,1992,2401,GENEVA,GENEVA/2013/588259c.jpg,588259c.jpg,Vitis_riparia,588259,2013,
img_00001568,1,1410,117,1992,2129,GENEVA,GENEVA/2013/588259c.jpg,588259c.jpg,Vitis_riparia,588259,2013,
img_00001569,0,466,3098,629,842,GENEVA,GENEVA/2013/588222b.jpg,588222b.jpg,Vitis_cinerea,588222,2013,
img_00001569,1,1253,2014,1341,1568,GENEVA,GENEVA/2013/588222b.jpg,588222b.jpg,Vitis_cinerea,588222,2013,
img_00001569,2,1718,136,1561,1742,GENEVA,GENEVA/2013/588222b.jpg,588222b.jpg,Vitis_cinerea,588222,2013,
img_00001570,0,254,4434,328,329,GENEVA,GENEVA/2013/594344b.jpg,594344b.jpg,Vitis_riparia,594344,2013,
img_00001570,1,473,3601,684,717,GENEVA,GENEVA/2013/594344b.jpg,594344b.jpg,Vitis_riparia,594344,2013,
img_00001570,2,1321,3069,1246,1558,GENEVA,GENEVA/2013/594344b.jpg,594344b.jpg,Vitis_riparia,594344,2013,
img_00001570,3,206,2537,848,929,GENEVA,GENEVA/2013/594344b.jpg,594344b.jpg,Vitis_riparia,594344,2013,
img_00001570,4,1889,1888,1458,1355,GENEVA,GENEVA/2013/594344b.jpg,594344b.jpg,Vitis_riparia,594344,2013,
img_00001570,5,589,1423,1129,1152,GENEVA,GENEVA/2013/594344b.jpg,594344b.jpg,Vitis_riparia,594344,2013,
img_00001570,6,459,184,1239,1114,GENEVA,GENEVA/2013/594344b.jpg,594344b.jpg,Vitis_riparia,594344,2013,
img_00001570,7,1896,126,1526,1617,GENEVA,GENEVA/2013/594344b.jpg,594344b.jpg,Vitis_riparia,594344,2013,
img_00001571,0,562,3263,650,619,GENEVA,GENEVA/2013/483167b.jpg,483167b.jpg,Vitis_riparia,483167,2013,
img_00001571,1,1602,2188,1601,1626,GENEVA,GENEVA/2013/483167b.jpg,483167b.jpg,Vitis_riparia,483167,2013,
img_00001571,2,350,1956,1142,1006,GENEVA,GENEVA/2013/483167b.jpg,483167b.jpg,Vitis_riparia,483167,2013,
img_00001571,3,1725,281,1691,1752,GENEVA,GENEVA/2013/483167b.jpg,483167b.jpg,Vitis_riparia,483167,2013,
img_00001571,4,206,175,1334,1568,GENEVA,GENEVA/2013/483167b.jpg,483167b.jpg,Vitis_riparia,483167,2013,
img_00001572,0,1109,3495,1417,1374,GENEVA,GENEVA/2013/588629a.jpg,588629a.jpg,Vitis_amurensis,588629,2013,
img_00001572,1,2314,2672,1074,1113,GENEVA,GENEVA/2013/588629a.jpg,588629a.jpg,Vitis_amurensis,588629,2013,
img_00001572,2,158,1762,1861,1859,GENEVA,GENEVA/2013/588629a.jpg,588629a.jpg,Vitis_amurensis,588629,2013,
img_00001572,3,2437,1540,972,968,GENEVA,GENEVA/2013/588629a.jpg,588629a.jpg,Vitis_amurensis,588629,2013,
img_00001572,4,2882,872,506,532,GENEVA,GENEVA/2013/588629a.jpg,588629a.jpg,Vitis_amurensis,588629,2013,
img_00001572,5,3073,417,329,309,GENEVA,GENEVA/2013/588629a.jpg,588629a.jpg,Vitis_amurensis,588629,2013,
img_00001572,6,3258,126,164,155,GENEVA,GENEVA/2013/588629a.jpg,588629a.jpg,Vitis_amurensis,588629,2013,
img_00001572,7,692,117,1724,1703,GENEVA,GENEVA/2013/588629a.jpg,588629a.jpg,Vitis_amurensis,588629,2013,
img_00001573,0,644,2730,773,765,GENEVA,GENEVA/2013/588625b.jpg,588625b.jpg,Vitis_cinerea,588625,2013,
img_00001573,1,1807,1965,1314,1307,GENEVA,GENEVA/2013/588625b.jpg,588625b.jpg,Vitis_cinerea,588625,2013,
img_00001573,2,233,1046,1253,1278,GENEVA,GENEVA/2013/588625b.jpg,588625b.jpg,Vitis_cinerea,588625,2013,
img_00001573,3,1732,252,1458,1452,GENEVA,GENEVA/2013/588625b.jpg,588625b.jpg,Vitis_cinerea,588625,2013,
img_00001574,0,965,2207,1992,2004,GENEVA,GENEVA/2013/588275b.jpg,588275b.jpg,Vitis_riparia,588275,2013,
img_00001574,1,1246,165,2019,2023,GENEVA,GENEVA/2013/588275b.jpg,588275b.jpg,Vitis_riparia,588275,2013,
img_00001575,0,986,3156,1122,1326,GENEVA,GENEVA/2013/483184a.jpg,483184a.jpg,Vitis_vulpina,483184,2013,
img_00001575,1,2170,3117,1170,1210,GENEVA,GENEVA/2013/483184a.jpg,483184a.jpg,Vitis_vulpina,483184,2013,
img_00001575,2,110,3059,725,842,GENEVA,GENEVA/2013/483184a.jpg,483184a.jpg,Vitis_vulpina,483184,2013,
img_00001575,3,2471,1907,903,997,GENEVA,GENEVA/2013/483184a.jpg,483184a.jpg,Vitis_vulpina,483184,2013,
img_00001575,4,137,1849,890,930,GENEVA,GENEVA/2013/483184a.jpg,483184a.jpg,Vitis_vulpina,483184,2013,
img_00001575,5,1191,1646,1260,1375,GENEVA,GENEVA/2013/483184a.jpg,483184a.jpg,Vitis_vulpina,483184,2013,
img_00001575,6,2779,1249,589,620,GENEVA,GENEVA/2013/483184a.jpg,483184a.jpg,Vitis_vulpina,483184,2013,
img_00001575,7,3060,746,335,377,GENEVA,GENEVA/2013/483184a.jpg,483184a.jpg,Vitis_vulpina,483184,2013,
img_00001575,8,3155,407,192,252,GENEVA,GENEVA/2013/483184a.jpg,483184a.jpg,Vitis_vulpina,483184,2013,
img_00001575,9,1492,242,1212,1278,GENEVA,GENEVA/2013/483184a.jpg,483184a.jpg,Vitis_vulpina,483184,2013,
img_00001575,11,206,136,1197,1500,GENEVA,GENEVA/2013/483184a.jpg,483184a.jpg,Vitis_vulpina,483184,2013,
img_00001575,12,3251,126,144,175,GENEVA,GENEVA/2013/483184a.jpg,483184a.jpg,Vitis_vulpina,483184,2013,
img_00001576,0,103,3727,691,639,GENEVA,GENEVA/2013/483171b.jpg,483171b.jpg,Vitis_riparia,483171,2013,
img_00001576,1,938,3224,1458,1510,GENEVA,GENEVA/2013/483171b.jpg,483171b.jpg,Vitis_riparia,483171,2013,
img_00001576,2,192,2517,808,784,GENEVA,GENEVA/2013/483171b.jpg,483171b.jpg,Vitis_riparia,483171,2013,
img_00001576,3,1855,1849,1574,1704,GENEVA,GENEVA/2013/483171b.jpg,483171b.jpg,Vitis_riparia,483171,2013,
img_00001576,4,589,1433,1170,1249,GENEVA,GENEVA/2013/483171b.jpg,483171b.jpg,Vitis_riparia,483171,2013,
img_00001576,5,384,117,1293,1210,GENEVA,GENEVA/2013/483171b.jpg,483171b.jpg,Vitis_riparia,483171,2013,
img_00001576,6,1766,107,1677,1665,GENEVA,GENEVA/2013/483171b.jpg,483171b.jpg,Vitis_riparia,483171,2013,
img_00001577,0,466,3301,643,755,GENEVA,GENEVA/2013/588648c.jpg,588648c.jpg,Vitis_labrusca,588648,2013,
img_00001577,1,1609,2159,1827,2004,GENEVA,GENEVA/2013/588648c.jpg,588648c.jpg,Vitis_labrusca,588648,2013,
img_00001577,2,445,2033,917,765,GENEVA,GENEVA/2013/588648c.jpg,588648c.jpg,Vitis_labrusca,588648,2013,
img_00001577,3,158,194,1417,1442,GENEVA,GENEVA/2013/588648c.jpg,588648c.jpg,Vitis_labrusca,588648,2013,
img_00001577,4,1698,155,1745,1878,GENEVA,GENEVA/2013/588648c.jpg,588648c.jpg,Vitis_labrusca,588648,2013,
img_00001578,0,1458,2556,1964,1907,GENEVA,GENEVA/2013/588633b.jpg,588633b.jpg,Vitis_amurensis,588633,2013,
img_00001578,1,96,1230,1773,1791,GENEVA,GENEVA/2013/588633b.jpg,588633b.jpg,Vitis_amurensis,588633,2013,
img_00001578,2,1616,146,1813,1752,GENEVA,GENEVA/2013/588633b.jpg,588633b.jpg,Vitis_amurensis,588633,2013,
img_00001579,0,1280,3930,835,910,GENEVA,GENEVA/2013/588146a.jpg,588146a.jpg,Vitis_rupestris,588146,2013,
img_00001579,1,2362,3117,1142,1036,GENEVA,GENEVA/2013/588146a.jpg,588146a.jpg,Vitis_rupestris,588146,2013,
img_00001579,2,1150,2711,1068,1181,GENEVA,GENEVA/2013/588146a.jpg,588146a.jpg,Vitis_rupestris,588146,2013,
img_00001579,3,2444,2149,924,775,GENEVA,GENEVA/2013/588146a.jpg,588146a.jpg,Vitis_rupestris,588146,2013,
img_00001579,4,295,1685,527,426,GENEVA,GENEVA/2013/588146a.jpg,588146a.jpg,Vitis_rupestris,588146,2013,
img_00001579,5,924,1501,1342,1229,GENEVA,GENEVA/2013/588146a.jpg,588146a.jpg,Vitis_rupestris,588146,2013,
img_00001579,6,2752,1433,575,513,GENEVA,GENEVA/2013/588146a.jpg,588146a.jpg,Vitis_rupestris,588146,2013,
img_00001579,7,2964,910,410,368,GENEVA,GENEVA/2013/588146a.jpg,588146a.jpg,Vitis_rupestris,588146,2013,
img_00001579,8,3039,523,260,213,GENEVA,GENEVA/2013/588146a.jpg,588146a.jpg,Vitis_rupestris,588146,2013,
img_00001579,9,247,359,684,600,GENEVA,GENEVA/2013/588146a.jpg,588146a.jpg,Vitis_rupestris,588146,2013,
img_00001579,10,1075,223,1362,1104,GENEVA,GENEVA/2013/588146a.jpg,588146a.jpg,Vitis_rupestris,588146,2013,
img_00001580,0,158,3030,1793,1868,GENEVA,GENEVA/2013/588392a.jpg,588392a.jpg,Vitis_x_andersonii,588392,2013,
img_00001580,1,2102,2653,1197,1374,GENEVA,GENEVA/2013/588392a.jpg,588392a.jpg,Vitis_x_andersonii,588392,2013,
img_00001580,2,2594,1636,828,920,GENEVA,GENEVA/2013/588392a.jpg,588392a.jpg,Vitis_x_andersonii,588392,2013,
img_00001580,3,2752,833,595,639,GENEVA,GENEVA/2013/588392a.jpg,588392a.jpg,Vitis_x_andersonii,588392,2013,
img_00001580,4,226,475,2149,2275,GENEVA,GENEVA/2013/588392a.jpg,588392a.jpg,Vitis_x_andersonii,588392,2013,
img_00001580,5,3073,204,397,435,GENEVA,GENEVA/2013/588392a.jpg,588392a.jpg,Vitis_x_andersonii,588392,2013,
img_00001581,0,185,2333,2204,2430,GENEVA,GENEVA/2013/588054a.jpg,588054a.jpg,Vitis_riparia,588054,2013,
img_00001581,1,2218,2033,1184,1326,GENEVA,GENEVA/2013/588054a.jpg,588054a.jpg,Vitis_riparia,588054,2013,
img_00001581,2,2423,1094,794,939,GENEVA,GENEVA/2013/588054a.jpg,588054a.jpg,Vitis_riparia,588054,2013,
img_00001581,3,329,426,1725,1627,GENEVA,GENEVA/2013/588054a.jpg,588054a.jpg,Vitis_riparia,588054,2013,
img_00001581,4,2656,339,541,697,GENEVA,GENEVA/2013/588054a.jpg,588054a.jpg,Vitis_riparia,588054,2013,
img_00001582,0,1075,3882,780,852,GENEVA,GENEVA/2013/588404a.jpg,588404a.jpg,Vitis_riparia,588404,2013,
img_00001582,1,2238,3156,1095,1287,GENEVA,GENEVA/2013/588404a.jpg,588404a.jpg,Vitis_riparia,588404,2013,
img_00001582,2,1075,2691,1040,1046,GENEVA,GENEVA/2013/588404a.jpg,588404a.jpg,Vitis_riparia,588404,2013,
img_00001582,3,397,2198,568,571,GENEVA,GENEVA/2013/588404a.jpg,588404a.jpg,Vitis_riparia,588404,2013,
img_00001582,4,2416,2140,924,1016,GENEVA,GENEVA/2013/588404a.jpg,588404a.jpg,Vitis_riparia,588404,2013,
img_00001582,5,1082,1578,1067,1075,GENEVA,GENEVA/2013/588404a.jpg,588404a.jpg,Vitis_riparia,588404,2013,
img_00001582,6,2772,1356,657,677,GENEVA,GENEVA/2013/588404a.jpg,588404a.jpg,Vitis_riparia,588404,2013,
img_00001582,7,452,1249,630,552,GENEVA,GENEVA/2013/588404a.jpg,588404a.jpg,Vitis_riparia,588404,2013,
img_00001582,8,2991,726,390,465,GENEVA,GENEVA/2013/588404a.jpg,588404a.jpg,Vitis_riparia,588404,2013,
img_00001582,9,548,252,705,707,GENEVA,GENEVA/2013/588404a.jpg,588404a.jpg,Vitis_riparia,588404,2013,
img_00001582,10,3135,242,287,339,GENEVA,GENEVA/2013/588404a.jpg,588404a.jpg,Vitis_riparia,588404,2013,
img_00001582,11,1472,146,1115,1239,GENEVA,GENEVA/2013/588404a.jpg,588404a.jpg,Vitis_riparia,588404,2013,
img_00001583,0,979,2478,1882,1665,GENEVA,GENEVA/2013/588371b.jpg,588371b.jpg,Vitis_x_champinii,588371,2013,
img_00001583,1,835,175,2149,1984,GENEVA,GENEVA/2013/588371b.jpg,588371b.jpg,Vitis_x_champinii,588371,2013,
img_00001584,0,863,2624,677,706,GENEVA,GENEVA/2013/597293b.jpg,597293b.jpg,Vitis_sp.,597293,2013,
img_00001584,1,1554,1646,1047,823,GENEVA,GENEVA/2013/597293b.jpg,597293b.jpg,Vitis_sp.,597293,2013,
img_00001584,2,1985,339,1123,1036,GENEVA,GENEVA/2013/597293b.jpg,597293b.jpg,Vitis_sp.,597293,2013,
img_00001585,0,753,2730,514,465,GENEVA,GENEVA/2013/588371c.jpg,588371c.jpg,Vitis_x_champinii,588371,2013,
img_00001585,1,1862,2614,1273,1065,GENEVA,GENEVA/2013/588371c.jpg,588371c.jpg,Vitis_x_champinii,588371,2013,
img_00001585,2,391,775,971,910,GENEVA,GENEVA/2013/588371c.jpg,588371c.jpg,Vitis_x_champinii,588371,2013,
img_00001585,3,1609,359,1711,1839,GENEVA,GENEVA/2013/588371c.jpg,588371c.jpg,Vitis_x_champinii,588371,2013,
img_00001586,0,2505,2846,780,1007,GENEVA,GENEVA/2013/483151a.jpg,483151a.jpg,Vitis_labrusca,483151,2013,
img_00001586,1,288,2217,1971,2197,GENEVA,GENEVA/2013/483151a.jpg,483151a.jpg,Vitis_labrusca,483151,2013,
img_00001586,2,2683,1685,459,610,GENEVA,GENEVA/2013/483151a.jpg,483151a.jpg,Vitis_labrusca,483151,2013,
img_00001586,3,2779,1027,274,358,GENEVA,GENEVA/2013/483151a.jpg,483151a.jpg,Vitis_labrusca,483151,2013,
img_00001586,4,2772,465,192,232,GENEVA,GENEVA/2013/483151a.jpg,483151a.jpg,Vitis_labrusca,483151,2013,
img_00001586,5,377,136,1506,1704,GENEVA,GENEVA/2013/483151a.jpg,483151a.jpg,Vitis_labrusca,483151,2013,
img_00001587,0,808,3030,1588,1723,GENEVA,GENEVA/2013/588214a.jpg,588214a.jpg,Vitis_riparia,588214,2013,
img_00001587,1,2245,2024,1109,1355,GENEVA,GENEVA/2013/588214a.jpg,588214a.jpg,Vitis_riparia,588214,2013,
img_00001587,2,2594,1046,657,852,GENEVA,GENEVA/2013/588214a.jpg,588214a.jpg,Vitis_riparia,588214,2013,
img_00001587,3,2745,330,424,513,GENEVA,GENEVA/2013/588214a.jpg,588214a.jpg,Vitis_riparia,588214,2013,
img_00001587,4,219,213,2054,2256,GENEVA,GENEVA/2013/588214a.jpg,588214a.jpg,Vitis_riparia,588214,2013,
img_00001588,0,2149,2798,1273,1500,GENEVA,GENEVA/2013/588644a.jpg,588644a.jpg,Vitis_coignetiae,588644,2013,
img_00001588,1,288,2566,1670,1887,GENEVA,GENEVA/2013/588644a.jpg,588644a.jpg,Vitis_coignetiae,588644,2013,
img_00001588,2,2505,1869,760,774,GENEVA,GENEVA/2013/588644a.jpg,588644a.jpg,Vitis_coignetiae,588644,2013,
img_00001588,3,2711,1017,622,726,GENEVA,GENEVA/2013/588644a.jpg,588644a.jpg,Vitis_coignetiae,588644,2013,
img_00001588,4,3012,504,362,445,GENEVA,GENEVA/2013/588644a.jpg,588644a.jpg,Vitis_coignetiae,588644,2013,
img_00001588,5,3203,165,206,271,GENEVA,GENEVA/2013/588644a.jpg,588644a.jpg,Vitis_coignetiae,588644,2013,
img_00001588,6,480,97,1553,1839,GENEVA,GENEVA/2013/588644a.jpg,588644a.jpg,Vitis_coignetiae,588644,2013,
img_00001589,0,1711,2188,1609,1433,GENEVA,GENEVA/2013/588633c.jpg,588633c.jpg,Vitis_amurensis,588633,2013,
img_00001589,1,247,2053,1122,1142,GENEVA,GENEVA/2013/588633c.jpg,588633c.jpg,Vitis_amurensis,588633,2013,
img_00001589,2,1575,368,1772,1636,GENEVA,GENEVA/2013/588633c.jpg,588633c.jpg,Vitis_amurensis,588633,2013,
img_00001589,3,117,242,1348,1491,GENEVA,GENEVA/2013/588633c.jpg,588633c.jpg,Vitis_amurensis,588633,2013,
img_00001590,0,322,2353,1923,2110,GENEVA,GENEVA/2013/588648b.jpg,588648b.jpg,Vitis_labrusca,588648,2013,
img_00001590,1,1458,136,1889,2265,GENEVA,GENEVA/2013/588648b.jpg,588648b.jpg,Vitis_labrusca,588648,2013,
img_00001591,0,1800,3108,1616,1645,GENEVA,GENEVA/2013/588347a.jpg,588347a.jpg,,588347,2013,
img_00001591,1,206,1840,2067,2061,GENEVA,GENEVA/2013/588347a.jpg,588347a.jpg,,588347,2013,
img_00001591,2,2279,1578,1123,1162,GENEVA,GENEVA/2013/588347a.jpg,588347a.jpg,,588347,2013,
img_00001591,3,2704,765,581,678,GENEVA,GENEVA/2013/588347a.jpg,588347a.jpg,,588347,2013,
img_00001591,4,3012,252,369,426,GENEVA,GENEVA/2013/588347a.jpg,588347a.jpg,,588347,2013,
img_00001591,5,452,146,1903,1829,GENEVA,GENEVA/2013/588347a.jpg,588347a.jpg,,588347,2013,
img_00001592,0,1458,2740,1958,1936,GENEVA,GENEVA/2013/588275c.jpg,588275c.jpg,Vitis_riparia,588275,2013,
img_00001592,1,124,1675,1574,1723,GENEVA,GENEVA/2013/588275c.jpg,588275c.jpg,Vitis_riparia,588275,2013,
img_00001592,2,1445,136,1971,2168,GENEVA,GENEVA/2013/588275c.jpg,588275c.jpg,Vitis_riparia,588275,2013,
img_00001593,0,459,1869,2108,2507,GENEVA,GENEVA/2013/588259b.jpg,588259b.jpg,Vitis_riparia,588259,2013,
img_00001593,1,1314,97,2156,2207,GENEVA,GENEVA/2013/588259b.jpg,588259b.jpg,Vitis_riparia,588259,2013,
img_00001594,0,117,3727,855,939,GENEVA,GENEVA/2013/483147a.jpg,483147a.jpg,Vitis_labrusca,483147,2013,
img_00001594,1,945,2914,1978,1936,GENEVA,GENEVA/2013/483147a.jpg,483147a.jpg,Vitis_labrusca,483147,2013,
img_00001594,2,110,1849,1102,1239,GENEVA,GENEVA/2013/483147a.jpg,483147a.jpg,Vitis_labrusca,483147,2013,
img_00001594,3,2060,920,1397,2226,GENEVA,GENEVA/2013/483147a.jpg,483147a.jpg,Vitis_labrusca,483147,2013,
img_00001594,4,2971,426,438,494,GENEVA,GENEVA/2013/483147a.jpg,483147a.jpg,Vitis_labrusca,483147,2013,
img_00001594,5,569,194,1793,1868,GENEVA,GENEVA/2013/483147a.jpg,483147a.jpg,Vitis_labrusca,483147,2013,
img_00001594,6,3149,107,239,261,GENEVA,GENEVA/2013/483147a.jpg,483147a.jpg,Vitis_labrusca,483147,2013,
img_00001595,0,486,3659,651,746,GENEVA,GENEVA/2013/483130c.jpg,483130c.jpg,Vitis_aestivalis,483130,2013,
img_00001595,1,1082,2295,1690,1819,GENEVA,GENEVA/2013/483130c.jpg,483130c.jpg,Vitis_aestivalis,483130,2013,
img_00001595,2,1308,155,2114,2178,GENEVA,GENEVA/2013/483130c.jpg,483130c.jpg,Vitis_aestivalis,483130,2013,
img_00001596,0,1513,3098,1725,1723,GENEVA,GENEVA/2013/GVIT1587a.jpg,GVIT1587a.jpg,Vitis_labrusca,1587,2013,
img_00001596,1,131,1869,1916,1829,GENEVA,GENEVA/2013/GVIT1587a.jpg,GVIT1587a.jpg,Vitis_labrusca,1587,2013,
img_00001596,2,2102,852,1334,2285,GENEVA,GENEVA/2013/GVIT1587a.jpg,GVIT1587a.jpg,Vitis_labrusca,1587,2013,
img_00001596,3,2368,310,486,484,GENEVA,GENEVA/2013/GVIT1587a.jpg,GVIT1587a.jpg,Vitis_labrusca,1587,2013,
img_00001596,4,3114,291,336,310,GENEVA,GENEVA/2013/GVIT1587a.jpg,GVIT1587a.jpg,Vitis_labrusca,1587,2013,
img_00001596,5,452,126,1711,1685,GENEVA,GENEVA/2013/GVIT1587a.jpg,GVIT1587a.jpg,Vitis_labrusca,1587,2013,
img_00001597,0,726,3272,500,368,GENEVA,GENEVA/2013/588194b.jpg,588194b.jpg,Vitis_labrusca,588194,2013,
img_00001597,1,972,1869,1184,1132,GENEVA,GENEVA/2013/588194b.jpg,588194b.jpg,Vitis_labrusca,588194,2013,
